TIME,GEO_NAME,GEO,IRRIGATION,CROPS
2010,ITG1,Sicily,Irrigable,14.8
2010,ITG1,Sicily,Irrigated,10.6
2010,ITG2,Sardinia,Irrigable,13.4
2010,ITG2,Sardinia,Irrigated,5.5
2010,ITH1,Trentino-Alto Adige,Irrigable,17.7
2010,ITH1,Trentino-Alto Adige,Irrigated,17.2
2010,ITH2,Trentino-Alto Adige,Irrigable,15.5
2010,ITH2,Trentino-Alto Adige,Irrigated,14.4
2010,ITH3,Veneto,Irrigable,49.8
2010,ITH3,Veneto,Irrigated,29.7
2010,ITH4,Friuli-Venezia Giulia,Irrigable,41.6
2010,ITH4,Friuli-Venezia Giulia,Irrigated,28.7
2010,ITH5,Emilia-Romagna,Irrigable,55.5
2010,ITH5,Emilia-Romagna,Irrigated,24.1
2010,ITI1,Toscana,Irrigable,12.1
2010,ITI1,Toscana,Irrigated,4.3
2010,ITI2,Umbria,Irrigable,15.2
2010,ITI2,Umbria,Irrigated,6.1
2010,ITI3,Marche,Irrigable,8.8
2010,ITI3,Marche,Irrigated,3.4
2010,ITI4,Lazio,Irrigable,22.7
2010,ITI4,Lazio,Irrigated,11.9
2010,LT,Lithuania,Irrigable,0.1
2010,LT,Lithuania,Irrigated,0.1
2010,LT00,Lithuania,Irrigable,0.1
2010,LT00,Lithuania,Irrigated,0.1
2010,LU,Luxembourg,Irrigable,: 
2010,LU,Luxembourg,Irrigated,: 
2010,LU00,Luxembourg,Irrigable,: 
2010,LU00,Luxembourg,Irrigated,: 
2010,LV,Latvia,Irrigable,0.1
2010,LV,Latvia,Irrigated,0
2010,LV00,Latvia,Irrigable,0.1
2010,LV00,Latvia,Irrigated,0
2010,ME,Montenegro,Irrigable,2.3
2010,ME,Montenegro,Irrigated,2.3
2010,ME00,Montenegro,Irrigable,2.3
2010,ME00,Montenegro,Irrigated,2.3
2010,MK,North Macedonia,Irrigable,: 
2010,MK,North Macedonia,Irrigated,: 
2010,MK00,North Macedonia,Irrigable,: 
2010,MK00,North Macedonia,Irrigated,: 
2010,MT,Malta,Irrigable,27.5
2010,MT,Malta,Irrigated,24.7
2010,MT00,Malta,Irrigable,27.5
2010,MT00,Malta,Irrigated,24.7
2010,NL,Netherlands,Irrigable,26
2010,NL,Netherlands,Irrigated,7.3
2010,NL11,Groningen,Irrigable,16.2
2010,NL11,Groningen,Irrigated,1.3
2010,NL12,Friesland,Irrigable,13
2010,NL12,Friesland,Irrigated,0.5
2010,NL13,Drenthe,Irrigable,13.6
2010,NL13,Drenthe,Irrigated,3.5
2010,NL21,Overijessel,Irrigable,15
2010,NL21,Overijessel,Irrigated,2.5
2010,NL22,Gelderland,Irrigable,20.3
2010,NL22,Gelderland,Irrigated,4.1
2010,NL23,Flevoland,Irrigable,69.3
2010,NL23,Flevoland,Irrigated,16.4
2010,NL31,Uthrecht,Irrigable,18.1
2010,NL31,Uthrecht,Irrigated,3.4
2010,NL32,North Holland,Irrigable,36.9
2010,NL32,North Holland,Irrigated,11.4
2010,NL33,South Holland,Irrigable,25.9
2010,NL33,South Holland,Irrigated,5.8
2010,NL34,Zeeland,Irrigable,7.9
2010,NL34,Zeeland,Irrigated,2.5
2010,NL41,North Brabant,Irrigable,48.2
2010,NL41,North Brabant,Irrigated,19.1
2010,NL42,Limburg,Irrigable,43
2010,NL42,Limburg,Irrigated,23.1
2010,NO,Norway,Irrigable,9.3
2010,NO,Norway,Irrigated,4
2010,NO01,Oslo and Akersus,Irrigable,6.3
2010,NO01,Oslo and Akersus,Irrigated,1.6
2010,NO02,Hedmark and Oppland,Irrigable,19.2
2010,NO02,Hedmark and Oppland,Irrigated,9.1
2010,NO03,Sor-Ostlandet,Irrigable,15.8
2010,NO03,Sor-Ostlandet,Irrigated,6.8
2010,NO04,Agder and Rogaland,Irrigable,5.7
2010,NO04,Agder and Rogaland,Irrigated,2.7
2010,NO05,Vestlandet,Irrigable,4
2010,NO05,Vestlandet,Irrigated,1.8
2010,NO06,Trondelag,Irrigable,1.8
2010,NO06,Trondelag,Irrigated,0.6
2010,NO07,Nord-Norge,Irrigable,1.8
2010,NO07,Nord-Norge,Irrigated,0.2
2010,PL,Poland,Irrigable,0.6
2010,PL,Poland,Irrigated,0.3
2010,PL11,Lodzkie,Irrigable,1.5
2010,PL11,Lodzkie,Irrigated,0.9
2010,PL12,Mozowieckie,Irrigable,0.9
2010,PL12,Mozowieckie,Irrigated,0.5
2010,PL21,Malopolskie,Irrigable,0.1
2010,PL21,Malopolskie,Irrigated,0.1
2010,PL22,Slaskie,Irrigable,0.2
2010,PL22,Slaskie,Irrigated,0.1
2010,PL31,Lubelskie,Irrigable,0.2
2010,PL31,Lubelskie,Irrigated,0.2
2010,PL32,Podkarpackie,Irrigable,0.1
2010,PL32,Podkarpackie,Irrigated,0
2010,PL33,Swietokrzyskie,Irrigable,0.2
2010,PL33,Swietokrzyskie,Irrigated,0.1
2010,PL34,Podlaskie,Irrigable,0.2
2010,PL34,Podlaskie,Irrigated,0
2010,PL41,Wielkopolskie,Irrigable,0.8
2010,PL41,Wielkopolskie,Irrigated,0.4
2010,PL42,Zachodniopomorskie,Irrigable,0.3
2010,PL42,Zachodniopomorskie,Irrigated,0.1
2010,PL43,Lubuskie,Irrigable,0.6
2010,PL43,Lubuskie,Irrigated,0.3
2010,PL51,Dolnoslaskie,Irrigable,0.5
2010,PL51,Dolnoslaskie,Irrigated,0.2
2010,PL52,Opolskie,Irrigable,0.5
2010,PL52,Opolskie,Irrigated,0.1
2010,PL61,Kujawsko-Pomorskie,Irrigable,1.3
2010,PL61,Kujawsko-Pomorskie,Irrigated,0.8
2010,PL62,Warninsko-Mazurskie,Irrigable,0.2
2010,PL62,Warninsko-Mazurskie,Irrigated,0.1
2010,PL63,Pomorskie,Irrigable,0.8
2010,PL63,Pomorskie,Irrigated,0.4
2010,PT,Portugal,Irrigable,14.7
2010,PT,Portugal,Irrigated,12.7
2010,PT11,Norte,Irrigable,22
2010,PT11,Norte,Irrigated,18.8
2010,PT15,Algarve,Irrigable,18.4
2010,PT15,Algarve,Irrigated,17.9
2010,PT16,Centro,Irrigable,23.7
2010,PT16,Centro,Irrigated,19.1
2010,PT17,Area Metropolitana de Lisboa,Irrigable,31.5
2010,PT17,Area Metropolitana de Lisboa,Irrigated,25.9
2010,PT18,Alantejo,Irrigable,10
2010,PT18,Alantejo,Irrigated,9
2010,PT20,Regiao Autonoma dos Acores,Irrigable,0.2
2010,PT20,Regiao Autonoma dos Acores,Irrigated,0.2
2010,PT30,Regiao Autonoma de Madeira,Irrigable,82.3
2010,PT30,Regiao Autonoma de Madeira,Irrigated,75.3
2010,RO,Romenia,Irrigable,3.1
2010,RO,Romenia,Irrigated,1
2010,RO11,Nord-Vest,Irrigable,0
2010,RO11,Nord-Vest,Irrigated,0
2010,RO12,Centru,Irrigable,0.1
2010,RO12,Centru,Irrigated,0.1
2010,RO21,Macroregion 2 Nord-Est,Irrigable,0.3
2010,RO21,Macroregion 2 Nord-Est,Irrigated,0.1
2010,RO22,Macroregion 2 Sud-Est,Irrigable,12.6
2010,RO22,Macroregion 2 Sud-Est,Irrigated,4.3
2010,RO31,Sud Muntenia,Irrigable,3.8
2010,RO31,Sud Muntenia,Irrigated,1.2
2010,RO32,Bucaresti-Iifov,Irrigable,0.4
2010,RO32,Bucaresti-Iifov,Irrigated,0.2
2010,RO41,Sud-Vest Oltenia,Irrigable,2.6
2010,RO41,Sud-Vest Oltenia,Irrigated,0.4
2010,RO42,Vest,Irrigable,0.2
2010,RO42,Vest,Irrigated,0.1
2010,SE,Sweden,Irrigable,5.4
2010,SE,Sweden,Irrigated,2.1
2010,SE11,Stockholm,Irrigable,2.3
2010,SE11,Stockholm,Irrigated,0.9
2010,SE12,East-middle Sweden,Irrigable,2.6
2010,SE12,East-middle Sweden,Irrigated,0.8
2010,SE21,Smaland and islands,Irrigable,5
2010,SE21,Smaland and islands,Irrigated,1.9
2010,SE22,South Sweden,Irrigable,13.3
2010,SE22,South Sweden,Irrigated,6.1
2010,SE23,West Sweden,Irrigable,5.4
2010,SE23,West Sweden,Irrigated,1.5
2010,SE31,North-middle Sweden,Irrigable,2.2
2010,SE31,North-middle Sweden,Irrigated,0.7
2010,SE32,Middle Norrland,Irrigable,1.1
2010,SE32,Middle Norrland,Irrigated,0.6
2010,SE33,Upper Norrland,Irrigable,1.2
2010,SE33,Upper Norrland,Irrigated,0.6
2010,SI,Slovenia,Irrigable,1.1
2010,SI,Slovenia,Irrigated,0.3
2010,SI01,Eastern Slovenia,Irrigable,1
2010,SI01,Eastern Slovenia,Irrigated,0.2
2010,SI02,Western Slovenia,Irrigable,1.4
2010,SI02,Western Slovenia,Irrigated,0.4
2010,SI03,Eastern Slovenia,Irrigable,: 
2010,SI03,Eastern Slovenia,Irrigated,: 
2010,SI04,Western Slovenia,Irrigable,: 
2010,SI04,Western Slovenia,Irrigated,: 
2010,SK,Slovakia,Irrigable,5.7
2010,SK,Slovakia,Irrigated,0.8
2010,SK01,Bratislava Region,Irrigable,20.2
2010,SK01,Bratislava Region,Irrigated,5.5
2010,SK02,Western Slovakia,Irrigable,10.7
2010,SK02,Western Slovakia,Irrigated,1.2
2010,SK03,Central Slovakia,Irrigable,1
2010,SK03,Central Slovakia,Irrigated,0.1
2010,SK04,Eastern Slovakia,Irrigable,0.3
2010,SK04,Eastern Slovakia,Irrigated,0
2010,UK,United Kingdom,Irrigable,0.6
2010,UK,United Kingdom,Irrigated,0.4
2010,UKC1,Tees Valley and Durham,Irrigable,: c
2010,UKC1,Tees Valley and Durham,Irrigated,: c
2010,UKC2,Northumberland and Tyne and Wear,Irrigable,0.1
2010,UKC2,Northumberland and Tyne and Wear,Irrigated,0.1
2010,UKD1,Cumbria,Irrigable,: c
2010,UKD1,Cumbria,Irrigated,: c
2010,UKD2,Cheshire,Irrigable,: 
2010,UKD2,Cheshire,Irrigated,: 
2010,UKD3,Greater Manchester,Irrigable,: c
2010,UKD3,Greater Manchester,Irrigated,: c
2010,UKD4,Lancashire,Irrigable,0.4
2010,UKD4,Lancashire,Irrigated,0.4
2010,UKD5,Merseyside,Irrigable,: 
2010,UKD5,Merseyside,Irrigated,: 
2010,UKD6,Cheshire,Irrigable,0.3
2010,UKD6,Cheshire,Irrigated,0.3
2010,UKD7,Merseyside,Irrigable,: c
2010,UKD7,Merseyside,Irrigated,: c
2010,UKE1,East Riding and North Lincolnshire,Irrigable,1
2010,UKE1,East Riding and North Lincolnshire,Irrigated,0.9
2010,UKE2,North Yorkshire,Irrigable,0.4
2010,UKE2,North Yorkshire,Irrigated,0.4
2010,UKE3,South Yorkshire,Irrigable,0.6
2010,UKE3,South Yorkshire,Irrigated,0.5
2010,UKE4,West Yorkshire,Irrigable,0.1
2010,UKE4,West Yorkshire,Irrigated,0.1
2010,UKF1,Derbyshire and Nottinghamshire,Irrigable,1.4
2010,UKF1,Derbyshire and Nottinghamshire,Irrigated,1.2
2010,UKF2,"Leicestershire, Rutland and Northamptonshire",Irrigable,0
2010,UKF2,"Leicestershire, Rutland and Northamptonshire",Irrigated,0
2010,UKF3,Lincolnshire,Irrigable,1.3
2010,UKF3,Lincolnshire,Irrigated,1.1
2010,UKG1,"Herefordshire, Worcestersire and Warwickshire",Irrigable,0.6
2010,UKG1,"Herefordshire, Worcestersire and Warwickshire",Irrigated,0.5
2010,UKG2,Shropshire and Staffordshire,Irrigable,1.3
2010,UKG2,Shropshire and Staffordshire,Irrigated,1.1
2010,UKG3,West midlands,Irrigable,: c
2010,UKG3,West midlands,Irrigated,: c
2010,UKH1,East Anglia,Irrigable,3.5
2010,UKH1,East Anglia,Irrigated,3
2010,UKH2,Bedfordshire and Hertfordshire,Irrigable,0.6
2010,UKH2,Bedfordshire and Hertfordshire,Irrigated,0.5
2010,UKH3,Essex,Irrigable,1.6
2010,UKH3,Essex,Irrigated,1.4
2010,UKI1,Derbyshire and Nottinghamshire,Irrigable,0
2010,UKI1,Derbyshire and Nottinghamshire,Irrigated,0
2010,UKI2,"Leicestershire, Rutland and Northamptonshire",Irrigable,1.5
2010,UKI2,"Leicestershire, Rutland and Northamptonshire",Irrigated,1.2
2010,UKI5,Outer London- East and north-East,Irrigable,: 
2010,UKI5,Outer London- East and north-East,Irrigated,: 
2010,UKI6,Outer London- South,Irrigable,: 
2010,UKI6,Outer London- South,Irrigated,: 
2010,UKI7,Outer London - West and North-West,Irrigable,: 
2010,UKI7,Outer London - West and North-West,Irrigated,: 
2010,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Irrigable,0.1
2010,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Irrigated,0.1
2010,UKJ2,"Surrey, East and West Sussex",Irrigable,0.7
2010,UKJ2,"Surrey, East and West Sussex",Irrigated,0.7
2010,UKJ3,Hampshire and Isle of Wight,Irrigable,0.4
2010,UKJ3,Hampshire and Isle of Wight,Irrigated,0.4
2010,UKJ4,Kent,Irrigable,1.5
2010,UKJ4,Kent,Irrigated,1.5
2010,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",Irrigable,0.1
2010,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",Irrigated,0.1
2010,UKK2,Dorset and Somerset,Irrigable,0.1
2010,UKK2,Dorset and Somerset,Irrigated,0.1
2010,UKK3,Cornwall and Isles of Scilly,Irrigable,0.1
2010,UKK3,Cornwall and Isles of Scilly,Irrigated,0
2010,UKK4,Devon,Irrigable,0
2010,UKK4,Devon,Irrigated,0
2010,UKL1,West Wales and the Valleys,Irrigable,0
2010,UKL1,West Wales and the Valleys,Irrigated,0
2010,UKL2,East Wales,Irrigable,0
2010,UKL2,East Wales,Irrigated,0
2010,UKM2,Eastern Scotland,Irrigable,1.7
2010,UKM2,Eastern Scotland,Irrigated,0.4
2010,UKM3,South Western Scotland,Irrigable,0
2010,UKM3,South Western Scotland,Irrigated,0
2010,UKM5,Nprth Eastern Scotland,Irrigable,0.2
2010,UKM5,Nprth Eastern Scotland,Irrigated,0
2010,UKM6,Highlands and Islands,Irrigable,0
2010,UKM6,Highlands and Islands,Irrigated,0
2010,UKN0,Northern Ireland,Irrigable,0
2010,UKN0,Northern Ireland,Irrigated,0
2013,AT,Austria,Irrigable,4.4
2013,AT,Austria,Irrigated,1.9
2013,AT11,Burgenland,Irrigable,14.6
2013,AT11,Burgenland,Irrigated,7.5
2013,AT12,Lower Austria,Irrigable,8.9
2013,AT12,Lower Austria,Irrigated,3.5
2013,AT13,Vienna,Irrigable,27.6
2013,AT13,Vienna,Irrigated,12.7
2013,AT21,Carinthia,Irrigable,0.6
2013,AT21,Carinthia,Irrigated,0.1
2013,AT22,Styria,Irrigable,1
2013,AT22,Styria,Irrigated,0.5
2013,AT31,Upper Austria,Irrigable,0.4
2013,AT31,Upper Austria,Irrigated,0.1
2013,AT32,Salzburg,Irrigable,0.1
2013,AT32,Salzburg,Irrigated,0.1
2013,AT33,Tyrol,Irrigable,1.1
2013,AT33,Tyrol,Irrigated,0.7
2013,AT34,Vorarlberg,Irrigable,0.1
2013,AT34,Vorarlberg,Irrigated,0.1
2013,BE,Belgium,Irrigable,1.5
2013,BE,Belgium,Irrigated,0.4
2013,BE10,Brussels,Irrigable,0
2013,BE10,Brussels,Irrigated,0
2013,BE21,Antwerp,Irrigable,3
2013,BE21,Antwerp,Irrigated,0.9
2013,BE22,Limburg,Irrigable,4
2013,BE22,Limburg,Irrigated,1.5
2013,BE23,East Flanders,Irrigable,0.7
2013,BE23,East Flanders,Irrigated,0.2
2013,BE24,Flemish Barbant,Irrigable,0.8
2013,BE24,Flemish Barbant,Irrigated,0.4
2013,BE25,West Flanders,Irrigable,3.7
2013,BE25,West Flanders,Irrigated,0.8
2013,BE31,Walloon Barbant,Irrigable,0.8
2013,BE31,Walloon Barbant,Irrigated,0.5
2013,BE32,Hainaut,Irrigable,0.4
2013,BE32,Hainaut,Irrigated,0.1
2013,BE33,Liége,Irrigable,1.2
2013,BE33,Liége,Irrigated,0.3
2013,BE34,Luxemburg,Irrigable,: c
2013,BE34,Luxemburg,Irrigated,0
2013,BE35,Namur,Irrigable,0.6
2013,BE35,Namur,Irrigated,0.2
2013,BG,Bulgaria,Irrigable,2.5
2013,BG,Bulgaria,Irrigated,2.1
2013,BG31,Severozapaden,Irrigable,1
2013,BG31,Severozapaden,Irrigated,0.8
2013,BG32,Severen centralen,Irrigable,0.7
2013,BG32,Severen centralen,Irrigated,0.5
2013,BG33,Severoiztoecen,Irrigable,0.9
2013,BG33,Severoiztoecen,Irrigated,0.6
2013,BG34,Jugoiztecen,Irrigable,2.8
2013,BG34,Jugoiztecen,Irrigated,2.3
2013,BG41,Jugozapaden,Irrigable,3.7
2013,BG41,Jugozapaden,Irrigated,3.1
2013,BG42,Juzen centralen,Irrigable,7
2013,BG42,Juzen centralen,Irrigated,6.6
2013,CH,Switzerland,Irrigable,: 
2013,CH,Switzerland,Irrigated,: 
2013,CH01,Lake Geneva region,Irrigable,: 
2013,CH01,Lake Geneva region,Irrigated,: 
2013,CH02,Espace Mittelland,Irrigable,: 
2013,CH02,Espace Mittelland,Irrigated,: 
2013,CH03,Northwest Switzerland,Irrigable,: 
2013,CH03,Northwest Switzerland,Irrigated,: 
2013,CH04,Zurich,Irrigable,: 
2013,CH04,Zurich,Irrigated,: 
2013,CH05,Eastern Switzerland,Irrigable,: 
2013,CH05,Eastern Switzerland,Irrigated,: 
2013,CH06,Central Switzerland,Irrigable,: 
2013,CH06,Central Switzerland,Irrigated,: 
2013,CH07,Ticino,Irrigable,: 
2013,CH07,Ticino,Irrigated,: 
2013,CY,Cyprus,Irrigable,34.8
2013,CY,Cyprus,Irrigated,22.6
2013,CY00,Cyprus,Irrigable,34.8
2013,CY00,Cyprus,Irrigated,22.6
2013,CZ,Czech Republic,Irrigable,1
2013,CZ,Czech Republic,Irrigated,0.5
2013,CZ01,Prague,Irrigable,: c
2013,CZ01,Prague,Irrigated,: c
2013,CZ02,Central Bohemia,Irrigable,2.1
2013,CZ02,Central Bohemia,Irrigated,1.2
2013,CZ03,Southwest Bohemia,Irrigable,0.1
2013,CZ03,Southwest Bohemia,Irrigated,0
2013,CZ04,Northwest Bohemia,Irrigable,1.7
2013,CZ04,Northwest Bohemia,Irrigated,0.8
2013,CZ05,Northeast Bohemia,Irrigable,0.7
2013,CZ05,Northeast Bohemia,Irrigated,0.3
2013,CZ06,Southeast Bohemia,Irrigable,1.5
2013,CZ06,Southeast Bohemia,Irrigated,0.9
2013,CZ07,Central Moravia,Irrigable,0.4
2013,CZ07,Central Moravia,Irrigated,0.1
2013,CZ08,Moravian-Silesian,Irrigable,0
2013,CZ08,Moravian-Silesian,Irrigated,0
2013,DE,Germany,Irrigable,4.1
2013,DE,Germany,Irrigated,2.2
2013,DE1,Baden-Württemberg,Irrigable,2.2
2013,DE1,Baden-Württemberg,Irrigated,1.1
2013,DE11,Stuttgart,Irrigable,: 
2013,DE11,Stuttgart,Irrigated,: 
2013,DE12,Karlsruhe,Irrigable,: 
2013,DE12,Karlsruhe,Irrigated,: 
2013,DE13,Freiburg,Irrigable,: 
2013,DE13,Freiburg,Irrigated,: 
2013,DE14,Tübingen,Irrigable,: 
2013,DE14,Tübingen,Irrigated,: 
2013,DE2,Bavaria,Irrigable,1.8
2013,DE2,Bavaria,Irrigated,0.5
2013,DE21,Oberbayern,Irrigable,: 
2013,DE21,Oberbayern,Irrigated,: 
2013,DE22,Niederbayern,Irrigable,: 
2013,DE22,Niederbayern,Irrigated,: 
2013,DE23,Oberpfalz,Irrigable,: 
2013,DE23,Oberpfalz,Irrigated,: 
2013,DE24,Oberfranken,Irrigable,: 
2013,DE24,Oberfranken,Irrigated,: 
2013,DE25,Mittelfranken,Irrigable,: 
2013,DE25,Mittelfranken,Irrigated,: 
2013,DE26,Unterfranken,Irrigable,: 
2013,DE26,Unterfranken,Irrigated,: 
2013,DE27,Schwaben,Irrigable,: 
2013,DE27,Schwaben,Irrigated,: 
2013,DE3,Berlin,Irrigable,5.6
2013,DE3,Berlin,Irrigated,2.5
2013,DE30,Berlin,Irrigable,: 
2013,DE30,Berlin,Irrigated,: 
2013,DE4,Brandenburg,Irrigable,2.9
2013,DE4,Brandenburg,Irrigated,1.6
2013,DE40,Brandenburg,Irrigable,: 
2013,DE40,Brandenburg,Irrigated,: 
2013,DE5,Bremen,Irrigable,: c
2013,DE5,Bremen,Irrigated,: c
2013,DE50,Bremen,Irrigable,: 
2013,DE50,Bremen,Irrigated,: 
2013,DE6,Hamburg,Irrigable,10.2
2013,DE6,Hamburg,Irrigated,4.5
2013,DE60,Hamburg,Irrigable,: 
2013,DE60,Hamburg,Irrigated,: 
2013,DE7,Hesse,Irrigable,4.3
2013,DE7,Hesse,Irrigated,1.8
2013,DE71,Darmstadt,Irrigable,: 
2013,DE71,Darmstadt,Irrigated,: 
2013,DE72,Gieben,Irrigable,: 
2013,DE72,Gieben,Irrigated,: 
2013,DE73,Kassek,Irrigable,: 
2013,DE73,Kassek,Irrigated,: 
2013,DE8,Mecklenburg-Vorpommern,Irrigable,2.4
2013,DE8,Mecklenburg-Vorpommern,Irrigated,1.4
2013,DE80,Mecklenburg-Vorpommern,Irrigable,: 
2013,DE80,Mecklenburg-Vorpommern,Irrigated,: 
2013,DE9,Lower Saxony,Irrigable,12.8
2013,DE9,Lower Saxony,Irrigated,8
2013,DE91,Braunschweig,Irrigable,: 
2013,DE91,Braunschweig,Irrigated,: 
2013,DE92,Hannover,Irrigable,: 
